Id,y
10000,-66.00242349023138
10001,451.40650440115337
10002,-461.676417060298
10003,40.50120875372503
10004,-126.7447224540387
10005,-342.5345518192526
10006,-396.555542113588
10007,335.54127907908776
10008,-99.51242087062455
10009,304.81253980627577
10010,68.89453048978633
10011,412.3691954559075
10012,54.942371024767674
10013,-17.005550754779946
10014,-597.8499575722617
10015,443.50228878641457
10016,144.77448697804275
10017,-57.41116367253825
10018,134.38782757746367
10019,-108.98377598910889
10020,153.8248284250678
10021,611.7359836022033
10022,588.3896503384227
10023,-131.01679995801965
10024,-61.135621141228434
10025,-374.2484953169725
10026,74.15799307965476
10027,137.43837873610374
10028,420.0866117967903
10029,196.76562571344544
10030,268.4428498005332
10031,638.4749102511095
10032,127.37873138691712
10033,1.3491187584005384
10034,22.710453177406382
10035,342.2395345225655
10036,307.70396697417215
10037,348.1382087009419
10038,-168.65286130735342
10039,-20.22113090461787
10040,-551.7499275731097
10041,-429.97180406674283
10042,261.89195870674246
10043,389.82042612922083
10044,-96.16562227356617
10045,-210.71080125632707
10046,278.8818687840134
10047,-427.4533010310489
10048,-172.90325291757014
10049,467.26437835578366
10050,-631.5587355874396
10051,-355.53165933817775
10052,143.1732755386039
10053,69.19920259894107
10054,275.58827397672735
10055,-263.1886122041042
10056,167.49830723241098
10057,104.5778958901412
10058,230.07008661007805
10059,20.98802664457666
10060,-4.822581262502275
10061,-201.92294081063775
10062,560.0639265657707
10063,55.288476252448206
10064,671.3015746918343
10065,-493.7487382852288
10066,-279.3530367325917
10067,-53.71252761314578
10068,379.69819550097617
10069,315.07141085798463
10070,169.13001732614194
10071,-271.59930326901053
10072,783.8022226750342
10073,44.57731151554839
10074,57.40678005457918
10075,-161.0782741430687
10076,-220.66957847885735
10077,223.24129442929063
10078,352.66559554375704
10079,13.163291366266684
10080,-461.99414698572957
10081,305.3721466914236
10082,-230.59656173861038
10083,359.07444324254436
10084,-430.2605633759214
10085,-115.54882205546518
10086,-88.96006387867402
10087,-488.29018980804307
10088,-139.35033854713583
10089,57.33880810852542
10090,-190.3362427216649
10091,-6.508092914823647
10092,189.29107774701825
10093,346.60367818565624
10094,871.627320648592
10095,-147.01353738653927
10096,443.48993777943167
10097,-30.498432974439297
10098,185.4634575344582
10099,-119.91717151732742
10100,43.575238001809815
10101,58.31857155224354
10102,-197.15246829839887
10103,-70.4716067884121
10104,-342.84605328866667
10105,-29.233589873716795
10106,49.522929296103825
10107,-16.246144137911674
10108,33.77506926160803
10109,-68.88307748324075
10110,25.863399493696033
10111,-617.314284271697
10112,-185.90441301194986
10113,323.7831061093881
10114,-35.66219572212661
10115,-733.5297711613847
10116,-240.73856264735983
10117,-381.9731466242492
10118,75.31994462169486
10119,36.610326459116685
10120,-28.756270225024135
10121,-481.16062796859
10122,408.85023042299053
10123,-765.0217471991637
10124,178.07269651637145
10125,-7.649879385670772
10126,134.79684623375832
10127,-477.45851421286926
10128,-248.7062530132368
10129,-361.88465722386513
10130,-18.755611748554315
10131,7.795604374434781
10132,-109.1059897253855
10133,-63.07374524219541
10134,591.8231837349161
10135,259.61263369663027
10136,-279.865832008767
10137,93.22535940051853
10138,-427.28731541913476
10139,84.3865663308985
10140,-311.5446306441583
10141,11.41926861256022
10142,-297.83146842358383
10143,-331.92897096864453
10144,656.0132305257322
10145,-476.6626813650554
10146,361.19404513377316
10147,-150.18526861192333
10148,299.94671902432606
10149,-191.72143219270586
10150,151.9499951161195
10151,-64.67275781576657
10152,351.24486163063307
10153,-370.636445756272
10154,349.22498178611085
10155,273.52460961680146
10156,783.197184319688
10157,-124.23788973573794
10158,-155.22004432990857
10159,-506.95564938641166
10160,201.6932123856162
10161,-415.17405715963724
10162,-348.16510516956583
10163,-201.95224108681072
10164,-658.9504470533365
10165,179.34640168171435
10166,124.0692581616878
10167,-209.1502535520162
10168,213.70513477400584
10169,-82.11721023809054
10170,-97.11026989727279
10171,124.26800574647946
10172,50.28991565714419
10173,538.7439592813374
10174,630.0175345543367
10175,217.2592778265442
10176,-491.7337413267087
10177,-131.14175113883434
10178,362.3930224172943
10179,-14.36303805540797
10180,-30.26175736167676
10181,-107.32358076729832
10182,-334.06259292967167
10183,299.5063996464322
10184,-103.47221484505516
10185,179.82049946719457
10186,122.20070887900766
10187,86.58037161690812
10188,386.4825605669925
10189,-613.3611745045837
10190,-269.8163873834616
10191,260.7314512622872
10192,-44.62016128042891
10193,-159.15717576416606
10194,-145.24559879357426
10195,447.2282148759991
10196,476.3569859695941
10197,121.79421345327171
10198,-1.5356790561063918
10199,410.7440965387792
10200,90.82809979964631
10201,150.07336956844938
10202,24.03365296154791
10203,273.8866340536287
10204,-154.52926038025288
10205,42.588901507066
10206,617.341706316857
10207,38.939360761427274
10208,-91.43610119490303
10209,225.35327477390985
10210,151.05827577085535
10211,-86.91664773646119
10212,-101.71788958007166
10213,161.93776502605454
